@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute global_motion numeric
@attribute motion_L numeric
@attribute motion_R numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric

@data
1551,'2017/09/14 22:29:40:324',38,0.001563,0.003125,0,?,?,?,0,?
1552,'2017/09/14 22:29:40:324',38,0.001563,0.003125,0,?,?,?,0,?
1553,'2017/09/14 22:29:40:336',38,0.001563,0.003125,0,?,?,?,0,?
1554,'2017/09/14 22:29:50:624',39,0.11875,0.065625,0.171875,?,?,?,1,?
1555,'2017/09/14 22:29:50:636',39,0.11875,0.065625,0.171875,?,?,?,1,?
1556,'2017/09/14 22:29:50:673',39,0.11875,0.065625,0.171875,?,?,?,1,?
1557,'2017/09/14 22:29:50:674',39,0.11875,0.065625,0.171875,?,?,?,1,?
1558,'2017/09/14 22:29:50:686',39,0.11875,0.109375,0.128125,?,?,?,1,?
1559,'2017/09/14 22:29:50:723',39,0.11875,0.109375,0.128125,?,?,?,1,?
1560,'2017/09/14 22:29:50:724',39,0.11875,0.109375,0.128125,?,?,?,1,?
1561,'2017/09/14 22:29:50:736',39,0.11875,0.109375,0.128125,?,?,?,1,?
1562,'2017/09/14 22:29:50:774',39,0.078125,0.05625,0.1,?,?,?,1,?
1563,'2017/09/14 22:29:50:787',39,0.078125,0.05625,0.1,?,?,?,1,?
1564,'2017/09/14 22:29:50:823',39,0.078125,0.05625,0.1,?,?,?,1,?
1565,'2017/09/14 22:29:50:824',39,0.078125,0.05625,0.1,?,?,?,1,?
1566,'2017/09/14 22:29:50:874',39,0.151562,0.13125,0.171875,?,?,?,1,?
1567,'2017/09/14 22:29:50:886',39,0.151562,0.13125,0.171875,?,?,?,1,?
1568,'2017/09/14 22:29:50:924',39,0.151562,0.13125,0.171875,?,?,?,1,?
1569,'2017/09/14 22:29:50:924',39,0.151562,0.13125,0.171875,?,?,?,1,?
1570,'2017/09/14 22:29:50:937',39,0.103125,0.053125,0.153125,?,?,?,1,?
1571,'2017/09/14 22:29:50:973',39,0.103125,0.053125,0.153125,?,?,?,1,?
1572,'2017/09/14 22:29:50:974',39,0.103125,0.053125,0.153125,?,?,?,1,?
1573,'2017/09/14 22:29:50:987',39,0.103125,0.053125,0.153125,?,?,?,1,?
1574,'2017/09/14 22:29:51:036',39,0.015625,0.009375,0.021875,?,?,?,1,?
1575,'2017/09/14 22:29:51:073',39,0.015625,0.009375,0.021875,?,?,?,1,?
1576,'2017/09/14 22:29:51:074',39,0.015625,0.009375,0.021875,?,?,?,1,?
1577,'2017/09/14 22:29:51:086',39,0.015625,0.009375,0.021875,?,?,?,1,?
1578,'2017/09/14 22:29:51:124',39,0.096875,0.053125,0.140625,?,?,?,1,?
1579,'2017/09/14 22:29:51:136',39,0.096875,0.053125,0.140625,?,?,?,1,?
1580,'2017/09/14 22:29:51:173',39,0.096875,0.053125,0.140625,?,?,?,1,?
1581,'2017/09/14 22:29:51:174',39,0.096875,0.053125,0.140625,?,?,?,1,?
1582,'2017/09/14 22:29:51:188',39,0.103125,0.078125,0.128125,?,?,?,1,?
1583,'2017/09/14 22:29:51:224',39,0.103125,0.078125,0.128125,?,?,?,1,?
1584,'2017/09/14 22:29:51:224',39,0.103125,0.078125,0.128125,?,?,?,1,?
1585,'2017/09/14 22:29:51:236',39,0.103125,0.078125,0.128125,?,?,?,1,?
1586,'2017/09/14 22:29:51:274',39,0.0875,0.040625,0.134375,?,?,?,1,?
1587,'2017/09/14 22:29:51:287',39,0.0875,0.040625,0.134375,?,?,?,1,?
1588,'2017/09/14 22:29:51:323',39,0.0875,0.040625,0.134375,?,?,?,1,?
1589,'2017/09/14 22:29:51:324',39,0.0875,0.040625,0.134375,?,?,?,1,?
1590,'2017/09/14 22:29:51:374',39,0.098438,0.025,0.171875,?,?,?,1,?
1591,'2017/09/14 22:29:51:387',39,0.098438,0.025,0.171875,?,?,?,1,?
1592,'2017/09/14 22:29:51:423',39,0.098438,0.025,0.171875,?,?,?,1,?
1593,'2017/09/14 22:29:51:424',39,0.098438,0.025,0.171875,?,?,?,1,?
1594,'2017/09/14 22:29:51:474',39,0.146875,0.1,0.19375,?,?,?,1,?
1595,'2017/09/14 22:29:51:474',39,0.146875,0.1,0.19375,?,?,?,1,?
1596,'2017/09/14 22:29:51:487',39,0.146875,0.1,0.19375,?,?,?,1,?
1597,'2017/09/14 22:29:51:523',39,0.146875,0.1,0.19375,?,?,?,1,?
1598,'2017/09/14 22:29:51:524',39,0.151562,0.125,0.178125,?,?,?,1,?
1599,'2017/09/14 22:29:51:536',39,0.151562,0.125,0.178125,?,?,?,1,?
1600,'2017/09/14 22:29:51:573',39,0.151562,0.125,0.178125,?,?,?,1,?
1601,'2017/09/14 22:29:51:574',39,0.151562,0.125,0.178125,?,?,?,1,?
1602,'2017/09/14 22:29:51:624',39,0.132813,0.178125,0.0875,?,?,?,1,?
1603,'2017/09/14 22:29:51:637',39,0.132813,0.178125,0.0875,?,?,?,1,?
1604,'2017/09/14 22:29:51:674',39,0.132813,0.178125,0.0875,?,?,?,1,?
1605,'2017/09/14 22:29:51:674',39,0.132813,0.178125,0.0875,?,?,?,1,?
1606,'2017/09/14 22:29:51:686',39,0.179688,0.153125,0.20625,?,?,?,1,?
1607,'2017/09/14 22:29:51:723',39,0.179688,0.153125,0.20625,?,?,?,1,?
1608,'2017/09/14 22:29:51:724',39,0.179688,0.153125,0.20625,?,?,?,1,?
1609,'2017/09/14 22:29:51:736',39,0.179688,0.153125,0.20625,?,?,?,1,?
1610,'2017/09/14 22:29:51:773',39,0.065625,0.090625,0.040625,?,?,?,1,?
1611,'2017/09/14 22:29:51:786',39,0.065625,0.090625,0.040625,?,?,?,1,?
1612,'2017/09/14 22:29:51:823',39,0.065625,0.090625,0.040625,?,?,?,1,?
1613,'2017/09/14 22:29:51:824',39,0.065625,0.090625,0.040625,?,?,?,1,?
1614,'2017/09/14 22:29:51:874',39,0.14375,0.146875,0.140625,?,?,?,1,?
1615,'2017/09/14 22:29:51:885',39,0.14375,0.146875,0.140625,?,?,?,1,?
1616,'2017/09/14 22:29:51:923',39,0.14375,0.146875,0.140625,?,?,?,1,?
1617,'2017/09/14 22:29:51:924',39,0.14375,0.146875,0.140625,?,?,?,1,?
1618,'2017/09/14 22:29:51:974',39,0.167187,0.128125,0.20625,?,?,?,1,?
1619,'2017/09/14 22:29:51:974',39,0.167187,0.128125,0.20625,?,?,?,1,?
1620,'2017/09/14 22:29:51:987',39,0.167187,0.128125,0.20625,?,?,?,1,?
1621,'2017/09/14 22:29:52:023',39,0.167187,0.128125,0.20625,?,?,?,1,?
1622,'2017/09/14 22:29:52:023',39,0.242188,0.2375,0.246875,?,?,?,1,?
1623,'2017/09/14 22:29:52:037',39,0.242188,0.2375,0.246875,?,?,?,1,?
1624,'2017/09/14 22:29:52:073',39,0.242188,0.2375,0.246875,?,?,?,1,?
1625,'2017/09/14 22:29:52:074',39,0.242188,0.2375,0.246875,?,?,?,1,?
1626,'2017/09/14 22:29:52:124',39,0.123438,0.115625,0.13125,?,?,?,1,?
1627,'2017/09/14 22:29:52:124',39,0.123438,0.115625,0.13125,?,?,?,1,?
1628,'2017/09/14 22:29:52:136',39,0.123438,0.115625,0.13125,?,?,?,1,?
1629,'2017/09/14 22:29:52:173',39,0.123438,0.115625,0.13125,?,?,?,1,?
1630,'2017/09/14 22:29:52:186',39,0.146875,0.13125,0.1625,?,?,?,1,?
1801,'2017/09/14 22:32:37:618',41,0.009375,0,0.01875,?,?,?,?,?
1802,'2017/09/14 22:32:37:668',41,0.010937,0,0.021875,?,?,?,?,?
1803,'2017/09/14 22:32:37:668',41,0.010937,0,0.021875,?,?,?,?,?
1804,'2017/09/14 22:32:37:672',41,0.010937,0,0.021875,?,?,?,?,?
1805,'2017/09/14 22:32:37:718',41,0.010937,0,0.021875,?,?,?,?,?
1806,'2017/09/14 22:32:37:719',41,0.026563,0,0.053125,?,?,?,?,?
1807,'2017/09/14 22:32:37:721',41,0.026563,0,0.053125,?,?,?,?,?
1808,'2017/09/14 22:32:37:768',41,0.026563,0,0.053125,?,?,?,?,?
1809,'2017/09/14 22:32:37:768',41,0.026563,0,0.053125,?,?,?,?,?
1810,'2017/09/14 22:32:37:818',41,0.03125,0.003125,0.059375,?,?,?,?,?
1811,'2017/09/14 22:32:37:818',41,0.03125,0.003125,0.059375,?,?,?,?,?
1812,'2017/09/14 22:32:37:820',41,0.03125,0.003125,0.059375,?,?,?,?,?
1813,'2017/09/14 22:32:37:868',41,0.03125,0.003125,0.059375,?,?,?,?,?
1814,'2017/09/14 22:32:37:918',41,0.01875,0.003125,0.034375,?,?,?,?,?
1815,'2017/09/14 22:32:37:918',41,0.01875,0.003125,0.034375,?,?,?,?,?
1816,'2017/09/14 22:32:37:920',41,0.01875,0.003125,0.034375,?,?,?,?,?
1817,'2017/09/14 22:32:37:968',41,0.01875,0.003125,0.034375,?,?,?,?,?
1818,'2017/09/14 22:32:37:972',41,0.015625,0,0.03125,?,?,?,?,?
1819,'2017/09/14 22:32:38:018',41,0.015625,0,0.03125,?,?,?,?,?
1820,'2017/09/14 22:32:38:018',41,0.015625,0,0.03125,?,?,?,?,?
1821,'2017/09/14 22:32:38:020',41,0.015625,0,0.03125,?,?,?,?,?
1822,'2017/09/14 22:32:38:068',41,0.03125,0.003125,0.059375,?,?,?,?,?
1823,'2017/09/14 22:32:38:068',41,0.03125,0.003125,0.059375,?,?,?,?,?
1824,'2017/09/14 22:32:38:071',41,0.03125,0.003125,0.059375,?,?,?,?,?
1825,'2017/09/14 22:32:38:118',41,0.03125,0.003125,0.059375,?,?,?,?,?
1826,'2017/09/14 22:32:38:168',41,0.026563,0,0.053125,?,?,?,?,?
1827,'2017/09/14 22:32:38:168',41,0.026563,0,0.053125,?,?,?,?,?
1828,'2017/09/14 22:32:38:172',41,0.026563,0,0.053125,?,?,?,?,?
1829,'2017/09/14 22:32:38:218',41,0.026563,0,0.053125,?,?,?,?,?
1830,'2017/09/14 22:32:38:218',41,0.009375,0,0.01875,?,?,?,?,?
1831,'2017/09/14 22:32:38:220',41,0.009375,0,0.01875,?,?,?,?,?
1832,'2017/09/14 22:32:38:268',41,0.009375,0,0.01875,?,?,?,?,?
1833,'2017/09/14 22:32:38:268',41,0.009375,0,0.01875,?,?,?,?,?
1834,'2017/09/14 22:32:38:318',41,0.021875,0,0.04375,?,?,?,?,?
1835,'2017/09/14 22:32:38:318',41,0.021875,0,0.04375,?,?,?,?,?
1836,'2017/09/14 22:32:38:319',41,0.021875,0,0.04375,?,?,?,?,?
1837,'2017/09/14 22:32:38:368',41,0.021875,0,0.04375,?,?,?,?,?
1838,'2017/09/14 22:32:38:418',41,0.028125,0,0.05625,?,?,?,?,?
1839,'2017/09/14 22:32:38:419',41,0.028125,0,0.05625,?,?,?,?,?
1840,'2017/09/14 22:32:38:421',41,0.028125,0,0.05625,?,?,?,?,?
1841,'2017/09/14 22:32:38:468',41,0.028125,0,0.05625,?,?,?,?,?
1842,'2017/09/14 22:32:38:471',41,0.017188,0,0.034375,?,?,?,?,?
1843,'2017/09/14 22:32:38:518',41,0.017188,0,0.034375,?,?,?,?,?
1844,'2017/09/14 22:32:38:519',41,0.017188,0,0.034375,?,?,?,?,?
1845,'2017/09/14 22:32:38:521',41,0.017188,0,0.034375,?,?,?,?,?
1846,'2017/09/14 22:32:38:568',41,0.004688,0,0.009375,?,?,?,?,?
1847,'2017/09/14 22:32:38:573',41,0.004688,0,0.009375,?,?,?,?,?
1848,'2017/09/14 22:32:38:618',41,0.004688,0,0.009375,?,?,?,?,?
1849,'2017/09/14 22:32:38:618',41,0.004688,0,0.009375,?,?,?,?,?
1850,'2017/09/14 22:32:38:668',41,0.021875,0,0.04375,?,?,?,?,?
1851,'2017/09/14 22:32:38:668',41,0.021875,0,0.04375,?,?,?,?,?
1852,'2017/09/14 22:32:38:671',41,0.021875,0,0.04375,?,?,?,?,?
1853,'2017/09/14 22:32:38:718',41,0.021875,0,0.04375,?,?,?,?,?
1854,'2017/09/14 22:32:38:724',41,0.035937,0,0.071875,?,?,?,?,?
1855,'2017/09/14 22:32:38:768',41,0.035937,0,0.071875,?,?,?,?,?
1856,'2017/09/14 22:32:38:768',41,0.035937,0,0.071875,?,?,?,?,?
1857,'2017/09/14 22:32:38:771',41,0.035937,0,0.071875,?,?,?,?,?
1858,'2017/09/14 22:32:38:818',41,0.026563,0,0.053125,?,?,?,?,?
1859,'2017/09/14 22:32:38:818',41,0.026563,0,0.053125,?,?,?,?,?
1860,'2017/09/14 22:32:38:820',41,0.026563,0,0.053125,?,?,?,?,?
1861,'2017/09/14 22:32:38:868',41,0.026563,0,0.053125,?,?,?,?,?
1862,'2017/09/14 22:32:38:870',41,0.014062,0,0.028125,?,?,?,?,?
1863,'2017/09/14 22:32:38:918',41,0.014062,0,0.028125,?,?,?,?,?
1864,'2017/09/14 22:32:38:918',41,0.014062,0,0.028125,?,?,?,?,?
1865,'2017/09/14 22:32:38:919',41,0.014062,0,0.028125,?,?,?,?,?
1866,'2017/09/14 22:32:38:971',41,0.028125,0.003125,0.053125,?,?,?,?,?
1941,'2017/09/14 22:32:56:568',43,0.009375,0.01875,0,?,?,?,?,?
1942,'2017/09/14 22:32:56:568',43,0.009375,0.01875,0,?,?,?,?,?
1943,'2017/09/14 22:32:56:577',43,0.009375,0.01875,0,?,?,?,?,?
1944,'2017/09/14 22:32:56:618',43,0.009375,0.01875,0,?,?,?,?,?
1945,'2017/09/14 22:32:56:627',43,0.014062,0.028125,0,?,?,?,?,?
1946,'2017/09/14 22:32:56:668',43,0.014062,0.028125,0,?,?,?,?,?
1947,'2017/09/14 22:32:56:668',43,0.014062,0.028125,0,?,?,?,?,?
1948,'2017/09/14 22:32:56:678',43,0.014062,0.028125,0,?,?,?,?,?
1949,'2017/09/14 22:32:56:718',43,0.028125,0.05625,0,?,?,?,?,?
1950,'2017/09/14 22:32:56:727',43,0.028125,0.05625,0,?,?,?,?,?
1951,'2017/09/14 22:32:56:768',43,0.028125,0.05625,0,?,?,?,?,?
1952,'2017/09/14 22:32:56:768',43,0.028125,0.05625,0,?,?,?,?,?
1953,'2017/09/14 22:32:56:818',43,0.020312,0.040625,0,?,?,?,?,?
1954,'2017/09/14 22:32:56:818',43,0.020312,0.040625,0,?,?,?,?,?
1955,'2017/09/14 22:32:56:827',43,0.020312,0.040625,0,?,?,?,?,?
1956,'2017/09/14 22:32:56:868',43,0.020312,0.040625,0,?,?,?,?,?
1957,'2017/09/14 22:32:56:877',43,0.026563,0.053125,0,?,?,?,?,?
1958,'2017/09/14 22:32:56:918',43,0.026563,0.053125,0,?,?,?,?,?
1959,'2017/09/14 22:32:56:918',43,0.026563,0.053125,0,?,?,?,?,?
1960,'2017/09/14 22:32:56:928',43,0.026563,0.053125,0,?,?,?,?,?
1961,'2017/09/14 22:32:56:968',43,0.028125,0.05625,0,?,?,?,?,?
1962,'2017/09/14 22:32:56:976',43,0.028125,0.05625,0,?,?,?,?,?
1963,'2017/09/14 22:32:57:018',43,0.028125,0.05625,0,?,?,?,?,?
1964,'2017/09/14 22:32:57:018',43,0.028125,0.05625,0,?,?,?,?,?
1965,'2017/09/14 22:32:57:068',43,0.009375,0.01875,0,?,?,?,?,?
1966,'2017/09/14 22:32:57:068',43,0.009375,0.01875,0,?,?,?,?,?
1967,'2017/09/14 22:32:57:079',43,0.009375,0.01875,0,?,?,?,?,?
1968,'2017/09/14 22:32:57:118',43,0.009375,0.01875,0,?,?,?,?,?
1969,'2017/09/14 22:32:57:118',43,0.025,0.05,0,?,?,?,?,?
1970,'2017/09/14 22:32:57:127',43,0.025,0.05,0,?,?,?,?,?
1971,'2017/09/14 22:32:57:168',43,0.025,0.05,0,?,?,?,?,?
1972,'2017/09/14 22:32:57:168',43,0.025,0.05,0,?,?,?,?,?
1973,'2017/09/14 22:32:57:218',43,0.025,0.05,0,?,?,?,?,?
1974,'2017/09/14 22:32:57:228',43,0.025,0.05,0,?,?,?,?,?
1975,'2017/09/14 22:32:57:268',43,0.025,0.05,0,?,?,?,?,?
1976,'2017/09/14 22:32:57:268',43,0.025,0.05,0,?,?,?,?,?
1977,'2017/09/14 22:32:57:318',43,0.007813,0.015625,0,?,?,?,?,?
1978,'2017/09/14 22:32:57:318',43,0.007813,0.015625,0,?,?,?,?,?
1979,'2017/09/14 22:32:57:326',43,0.007813,0.015625,0,?,?,?,?,?
1980,'2017/09/14 22:32:57:368',43,0.007813,0.015625,0,?,?,?,?,?
1981,'2017/09/14 22:32:57:378',43,0.028125,0.05625,0,?,?,?,?,?
1982,'2017/09/14 22:32:57:418',43,0.028125,0.05625,0,?,?,?,?,?
1983,'2017/09/14 22:32:57:418',43,0.028125,0.05625,0,?,?,?,?,?
1984,'2017/09/14 22:32:57:427',43,0.028125,0.05625,0,?,?,?,?,?
1985,'2017/09/14 22:32:57:468',43,0.039063,0.078125,0,?,?,?,?,?
1986,'2017/09/14 22:32:57:478',43,0.039063,0.078125,0,?,?,?,?,?
1987,'2017/09/14 23:52:49:635',44,0.001563,0,0.003125,?,?,?,?,?
1988,'2017/09/14 23:52:49:670',44,0.001563,0,0.003125,?,?,?,?,?
1989,'2017/09/14 23:52:49:672',44,0.001563,0,0.003125,?,?,?,?,?
1990,'2017/09/14 23:52:49:684',44,0.001563,0,0.003125,?,?,?,?,?
1991,'2017/09/14 23:52:50:236',44,0.001563,0.003125,0,?,?,?,?,?
1992,'2017/09/14 23:52:50:270',44,0.001563,0.003125,0,?,?,?,?,?
1993,'2017/09/14 23:52:50:270',44,0.001563,0.003125,0,?,?,?,?,?
1994,'2017/09/14 23:52:50:320',44,0.001563,0.003125,0,?,?,?,?,?
1995,'2017/09/14 23:52:50:420',44,0.001563,0.003125,0,?,?,?,?,?
1996,'2017/09/14 23:52:50:420',44,0.001563,0.003125,0,?,?,?,?,?
1997,'2017/09/14 23:52:50:470',44,0.001563,0.003125,0,?,?,?,?,?
1998,'2017/09/14 23:52:50:470',44,0.001563,0.003125,0,?,?,?,?,?
1999,'2017/09/14 23:52:50:470',44,0.004688,0.009375,0,?,?,?,?,?
2000,'2017/09/14 23:52:50:520',44,0.004688,0.009375,0,?,?,?,?,?
2001,'2017/09/14 23:52:50:520',44,0.004688,0.009375,0,?,?,?,?,?
2002,'2017/09/14 23:52:50:520',44,0.004688,0.009375,0,?,?,?,?,?
2003,'2017/09/14 23:52:50:570',44,0.004688,0.009375,0,?,?,?,?,?
2004,'2017/09/14 23:52:50:570',44,0.004688,0.009375,0,?,?,?,?,?
2005,'2017/09/14 23:52:50:620',44,0.004688,0.009375,0,?,?,?,?,?
2006,'2017/09/14 23:52:50:620',44,0.004688,0.009375,0,?,?,?,?,?
2007,'2017/09/14 23:52:50:636',44,0.004688,0.009375,0,?,?,?,?,?
2008,'2017/09/14 23:52:50:670',44,0.004688,0.009375,0,?,?,?,?,?
2009,'2017/09/14 23:52:50:670',44,0.004688,0.009375,0,?,?,?,?,?
2010,'2017/09/14 23:52:50:685',44,0.004688,0.009375,0,?,?,?,?,?
2011,'2017/09/14 23:52:50:720',44,0.009375,0.01875,0,?,?,?,?,?
2012,'2017/09/14 23:52:50:735',44,0.009375,0.01875,0,?,?,?,?,?
2013,'2017/09/14 23:52:50:770',44,0.009375,0.01875,0,?,?,?,?,?
2014,'2017/09/14 23:52:50:770',44,0.009375,0.01875,0,?,?,?,?,?
2015,'2017/09/14 23:52:50:820',44,0.009375,0.01875,0,?,?,?,?,?
2016,'2017/09/14 23:52:50:821',44,0.009375,0.01875,0,?,?,?,?,?
2017,'2017/09/14 23:52:50:835',44,0.009375,0.01875,0,?,?,?,?,?
2018,'2017/09/14 23:52:50:870',44,0.009375,0.01875,0,?,?,?,?,?
2019,'2017/09/14 23:52:50:920',44,0.00625,0.0125,0,?,?,?,?,?
2020,'2017/09/14 23:52:50:920',44,0.00625,0.0125,0,?,?,?,?,?
2021,'2017/09/14 23:52:50:920',44,0.00625,0.0125,0,?,?,?,?,?
2022,'2017/09/14 23:52:50:969',44,0.00625,0.0125,0,?,?,?,?,?
2023,'2017/09/14 23:52:50:970',44,0.001563,0.003125,0,?,?,?,?,?
2024,'2017/09/14 23:52:51:020',44,0.001563,0.003125,0,?,?,?,?,?
2025,'2017/09/14 23:52:51:020',44,0.001563,0.003125,0,?,?,?,?,?
2026,'2017/09/14 23:52:51:020',44,0.001563,0.003125,0,?,?,?,?,?
2027,'2017/09/14 23:52:51:070',44,0.001563,0.003125,0,?,?,?,?,?
2028,'2017/09/14 23:52:51:070',44,0.001563,0.003125,0,?,?,?,?,?
2029,'2017/09/14 23:52:51:085',44,0.001563,0.003125,0,?,?,?,?,?
2030,'2017/09/14 23:52:51:119',44,0.001563,0.003125,0,?,?,?,?,?
2031,'2017/09/14 23:52:51:135',44,0.003125,0.00625,0,?,?,?,?,?
2032,'2017/09/14 23:52:51:170',44,0.003125,0.00625,0,?,?,?,?,?
2033,'2017/09/14 23:52:51:170',44,0.003125,0.00625,0,?,?,?,?,?
2034,'2017/09/14 23:52:51:220',44,0.003125,0.00625,0,?,?,?,?,?
2035,'2017/09/14 23:52:51:220',44,0.007813,0.015625,0,?,?,?,?,?
2036,'2017/09/14 23:52:51:270',44,0.007813,0.015625,0,?,?,?,?,?
2037,'2017/09/14 23:52:51:270',44,0.007813,0.015625,0,?,?,?,?,?
2038,'2017/09/14 23:52:51:271',44,0.007813,0.015625,0,?,?,?,?,?
2039,'2017/09/14 23:52:51:320',44,0.00625,0.0125,0,?,?,?,?,?
2040,'2017/09/14 23:52:51:320',44,0.00625,0.0125,0,?,?,?,?,?
2041,'2017/09/14 23:52:51:369',44,0.00625,0.0125,0,?,?,?,?,?
2042,'2017/09/14 23:52:51:370',44,0.00625,0.0125,0,?,?,?,?,?
2043,'2017/09/14 23:52:51:385',44,0.009375,0.015625,0.003125,?,?,?,?,?
2044,'2017/09/14 23:52:51:419',44,0.009375,0.015625,0.003125,?,?,?,?,?
2045,'2017/09/14 23:52:51:420',44,0.009375,0.015625,0.003125,?,?,?,?,?
2046,'2017/09/14 23:52:51:469',44,0.009375,0.015625,0.003125,?,?,?,?,?
2047,'2017/09/14 23:52:51:470',44,0.017188,0.03125,0.003125,?,?,?,?,?
2048,'2017/09/14 23:52:51:520',44,0.017188,0.03125,0.003125,?,?,?,?,?
2049,'2017/09/14 23:52:51:520',44,0.017188,0.03125,0.003125,?,?,?,?,?
2050,'2017/09/14 23:52:51:520',44,0.017188,0.03125,0.003125,?,?,?,?,?
2051,'2017/09/14 23:52:51:570',44,0.004688,0.009375,0,?,?,?,?,?
2052,'2017/09/14 23:52:51:570',44,0.004688,0.009375,0,?,?,?,?,?
2053,'2017/09/14 23:52:51:585',44,0.004688,0.009375,0,?,?,?,?,?
2054,'2017/09/14 23:52:51:620',44,0.004688,0.009375,0,?,?,?,?,?
2055,'2017/09/14 23:52:51:636',44,0.010937,0.021875,0,?,?,?,?,?
2056,'2017/09/14 23:52:51:670',44,0.010937,0.021875,0,?,?,?,?,?
2057,'2017/09/14 23:52:51:670',44,0.010937,0.021875,0,?,?,?,?,?
2058,'2017/09/14 23:52:51:686',44,0.010937,0.021875,0,?,?,?,?,?
2059,'2017/09/14 23:52:51:720',44,0.010937,0.01875,0.003125,?,?,?,?,?
2060,'2017/09/14 23:52:51:769',44,0.010937,0.01875,0.003125,?,?,?,?,?
2061,'2017/09/14 23:52:51:770',44,0.010937,0.01875,0.003125,?,?,?,?,?
2062,'2017/09/14 23:52:51:770',44,0.010937,0.01875,0.003125,?,?,?,?,?
2063,'2017/09/14 23:52:51:820',44,0.00625,0.0125,0,?,?,?,?,?
2064,'2017/09/14 23:52:51:820',44,0.00625,0.0125,0,?,?,?,?,?
2065,'2017/09/14 23:52:51:835',44,0.00625,0.0125,0,?,?,?,?,?
2066,'2017/09/14 23:52:51:870',44,0.00625,0.0125,0,?,?,?,?,?
2067,'2017/09/14 23:52:51:920',44,0.00625,0.0125,0,?,?,?,?,?
2068,'2017/09/14 23:52:51:920',44,0.00625,0.0125,0,?,?,?,?,?
2069,'2017/09/14 23:52:51:920',44,0.00625,0.0125,0,?,?,?,?,?
2070,'2017/09/14 23:52:51:970',44,0.00625,0.0125,0,?,?,?,?,?
2071,'2017/09/14 23:52:51:970',44,0.004688,0.009375,0,?,?,?,?,?
2072,'2017/09/14 23:52:52:020',44,0.004688,0.009375,0,?,?,?,?,?
2073,'2017/09/14 23:52:52:020',44,0.004688,0.009375,0,?,?,?,?,?
2074,'2017/09/14 23:52:52:020',44,0.004688,0.009375,0,?,?,?,?,?
2075,'2017/09/14 23:52:52:070',44,0.001563,0.003125,0,?,?,?,?,?
2076,'2017/09/14 23:52:52:070',44,0.001563,0.003125,0,?,?,?,?,?
2077,'2017/09/14 23:52:52:085',44,0.001563,0.003125,0,?,?,?,?,?
2078,'2017/09/14 23:52:52:120',44,0.001563,0.003125,0,?,?,?,?,?
2079,'2017/09/14 23:52:52:170',44,0.004688,0.009375,0,?,?,?,?,?
2080,'2017/09/14 23:52:52:170',44,0.004688,0.009375,0,?,?,?,?,?
2081,'2017/09/14 23:52:52:170',44,0.004688,0.009375,0,?,?,?,?,?
2082,'2017/09/14 23:52:52:219',44,0.004688,0.009375,0,?,?,?,?,?
2083,'2017/09/14 23:52:52:220',44,0.0125,0.015625,0.009375,?,?,?,?,?
2084,'2017/09/14 23:52:52:234',44,0.0125,0.015625,0.009375,?,?,?,?,?
2085,'2017/09/14 23:52:52:269',44,0.0125,0.015625,0.009375,?,?,?,?,?
2086,'2017/09/14 23:52:52:270',44,0.0125,0.015625,0.009375,?,?,?,?,?
2087,'2017/09/14 23:52:52:320',44,0.003125,0.00625,0,?,?,?,?,?
2088,'2017/09/14 23:52:52:320',44,0.003125,0.00625,0,?,?,?,?,?
2089,'2017/09/14 23:52:52:336',44,0.003125,0.00625,0,?,?,?,?,?
2090,'2017/09/14 23:52:52:370',44,0.003125,0.00625,0,?,?,?,?,?
2091,'2017/09/14 23:52:52:385',44,0.010937,0.021875,0,?,?,?,?,?
2092,'2017/09/14 23:52:52:419',44,0.010937,0.021875,0,?,?,?,?,?
2093,'2017/09/14 23:52:52:420',44,0.010937,0.021875,0,?,?,?,?,?
2094,'2017/09/14 23:52:52:436',44,0.010937,0.021875,0,?,?,?,?,?
2095,'2017/09/14 23:52:52:470',44,0.00625,0.0125,0,?,?,?,?,?
2096,'2017/09/14 23:52:52:485',44,0.00625,0.0125,0,?,?,?,?,?
2097,'2017/09/14 23:52:52:519',44,0.00625,0.0125,0,?,?,?,?,?
2098,'2017/09/14 23:52:52:520',44,0.00625,0.0125,0,?,?,?,?,?
2099,'2017/09/14 23:52:52:570',44,0.004688,0.009375,0,?,?,?,?,?
2100,'2017/09/14 23:52:52:570',44,0.004688,0.009375,0,?,?,?,?,?
2101,'2017/09/14 23:52:52:585',44,0.004688,0.009375,0,?,?,?,?,?
2102,'2017/09/14 23:52:52:620',44,0.004688,0.009375,0,?,?,?,?,?
2103,'2017/09/14 23:52:52:635',44,0.004688,0.009375,0,?,?,?,?,?
2104,'2017/09/14 23:52:52:669',44,0.004688,0.009375,0,?,?,?,?,?
2105,'2017/09/14 23:52:52:670',44,0.004688,0.009375,0,?,?,?,?,?
2106,'2017/09/14 23:52:52:686',44,0.004688,0.009375,0,?,?,?,?,?
2107,'2017/09/14 23:52:52:720',44,0.009375,0.015625,0.003125,?,?,?,?,?
2108,'2017/09/14 23:52:52:769',44,0.009375,0.015625,0.003125,?,?,?,?,?
