@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute global_motion numeric
@attribute motion_L numeric
@attribute motion_R numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric

@data
2422,'2017/09/14 23:58:59:858',49,0.0125,0.025,0,?,?,?,?,?
2423,'2017/09/14 23:58:59:862',49,0.0125,0.025,0,?,?,?,?,?
2424,'2017/09/14 23:58:59:908',49,0.0125,0.025,0,?,?,?,?,?
2425,'2017/09/14 23:58:59:908',49,0.0125,0.025,0,?,?,?,?,?
2426,'2017/09/14 23:58:59:910',49,0.003125,0.003125,0.003125,?,?,?,?,?
2427,'2017/09/14 23:58:59:958',49,0.003125,0.003125,0.003125,?,?,?,?,?
2428,'2017/09/14 23:58:59:958',49,0.003125,0.003125,0.003125,?,?,?,?,?
2429,'2017/09/14 23:58:59:961',49,0.003125,0.003125,0.003125,?,?,?,?,?
2430,'2017/09/14 23:59:00:008',49,0.003125,0.00625,0,?,?,?,?,?
2431,'2017/09/14 23:59:00:012',49,0.003125,0.00625,0,?,?,?,?,?
2432,'2017/09/14 23:59:00:059',49,0.003125,0.00625,0,?,?,?,?,?
2433,'2017/09/14 23:59:00:059',49,0.003125,0.00625,0,?,?,?,?,?
2434,'2017/09/14 23:59:00:108',49,0.001563,0.003125,0,?,?,?,?,?
2435,'2017/09/14 23:59:00:108',49,0.001563,0.003125,0,?,?,?,?,?
2436,'2017/09/14 23:59:00:111',49,0.001563,0.003125,0,?,?,?,?,?
2437,'2017/09/14 23:59:00:158',49,0.001563,0.003125,0,?,?,?,?,?
2438,'2017/09/14 23:59:00:208',49,0.0125,0.021875,0.003125,?,?,?,?,?
2439,'2017/09/14 23:59:00:208',49,0.0125,0.021875,0.003125,?,?,?,?,?
2440,'2017/09/14 23:59:00:212',49,0.0125,0.021875,0.003125,?,?,?,?,?
2441,'2017/09/14 23:59:00:258',49,0.0125,0.021875,0.003125,?,?,?,?,?
2442,'2017/09/14 23:59:00:258',49,0.004688,0.009375,0,?,?,?,?,?
2443,'2017/09/14 23:59:00:261',49,0.004688,0.009375,0,?,?,?,?,?
2444,'2017/09/14 23:59:00:308',49,0.004688,0.009375,0,?,?,?,?,?
2445,'2017/09/14 23:59:00:308',49,0.004688,0.009375,0,?,?,?,?,?
2446,'2017/09/14 23:59:00:358',49,0.004688,0.009375,0,?,?,?,?,?
2447,'2017/09/14 23:59:00:358',49,0.004688,0.009375,0,?,?,?,?,?
2448,'2017/09/14 23:59:00:361',49,0.004688,0.009375,0,?,?,?,?,?
2449,'2017/09/14 23:59:00:408',49,0.004688,0.009375,0,?,?,?,?,?
2450,'2017/09/14 23:59:00:410',49,0.001563,0.003125,0,?,?,?,?,?
2451,'2017/09/14 23:59:00:458',49,0.001563,0.003125,0,?,?,?,?,?
2452,'2017/09/14 23:59:00:458',49,0.001563,0.003125,0,?,?,?,?,?
2453,'2017/09/14 23:59:00:463',49,0.001563,0.003125,0,?,?,?,?,?
2454,'2017/09/14 23:59:00:508',49,0.004688,0.00625,0.003125,?,?,?,?,?
2455,'2017/09/14 23:59:00:512',49,0.004688,0.00625,0.003125,?,?,?,?,?
2456,'2017/09/14 23:59:00:558',49,0.004688,0.00625,0.003125,?,?,?,?,?
2457,'2017/09/14 23:59:00:558',49,0.004688,0.00625,0.003125,?,?,?,?,?
2458,'2017/09/14 23:59:00:608',49,0.00625,0.0125,0,?,?,?,?,?
2459,'2017/09/14 23:59:00:612',49,0.00625,0.0125,0,?,?,?,?,?
2460,'2017/09/14 23:59:00:658',49,0.00625,0.0125,0,?,?,?,?,?
2461,'2017/09/14 23:59:00:658',49,0.00625,0.0125,0,?,?,?,?,?
2462,'2017/09/14 23:59:00:662',49,0.004688,0.009375,0,?,?,?,?,?
2463,'2017/09/14 23:59:00:708',49,0.004688,0.009375,0,?,?,?,?,?
2464,'2017/09/14 23:59:00:708',49,0.004688,0.009375,0,?,?,?,?,?
2465,'2017/09/14 23:59:00:712',49,0.004688,0.009375,0,?,?,?,?,?
2505,'2017/09/14 23:59:53:457',52,0.026563,0,0.053125,?,?,?,?,?
2506,'2017/09/14 23:59:53:457',52,0.026563,0,0.053125,?,?,?,?,?
2507,'2017/09/14 23:59:53:507',52,0.009375,0,0.01875,?,?,?,?,?
2508,'2017/09/14 23:59:53:507',52,0.009375,0,0.01875,?,?,?,?,?
2509,'2017/09/14 23:59:53:507',52,0.009375,0,0.01875,?,?,?,?,?
2510,'2017/09/14 23:59:53:557',52,0.009375,0,0.01875,?,?,?,?,?
2511,'2017/09/14 23:59:53:558',52,0.0125,0,0.025,?,?,?,?,?
2512,'2017/09/14 23:59:53:607',52,0.0125,0,0.025,?,?,?,?,?
2513,'2017/09/14 23:59:53:607',52,0.0125,0,0.025,?,?,?,?,?
2514,'2017/09/14 23:59:53:609',52,0.0125,0,0.025,?,?,?,?,?
2515,'2017/09/14 23:59:53:659',52,0.004688,0.003125,0.00625,?,?,?,?,?
2516,'2017/09/14 23:59:53:707',52,0.004688,0.003125,0.00625,?,?,?,?,?
2517,'2017/09/14 23:59:53:707',52,0.004688,0.003125,0.00625,?,?,?,?,?
2518,'2017/09/14 23:59:53:710',52,0.004688,0.003125,0.00625,?,?,?,?,?
2519,'2017/09/14 23:59:53:757',52,0.015625,0.003125,0.028125,?,?,?,?,?
2520,'2017/09/14 23:59:53:757',52,0.015625,0.003125,0.028125,?,?,?,?,?
2521,'2017/09/14 23:59:53:758',52,0.015625,0.003125,0.028125,?,?,?,?,?
2522,'2017/09/14 23:59:53:807',52,0.015625,0.003125,0.028125,?,?,?,?,?
2523,'2017/09/14 23:59:53:808',52,0.040625,0,0.08125,?,?,?,?,?
2524,'2017/09/14 23:59:53:857',52,0.040625,0,0.08125,?,?,?,?,?
2525,'2017/09/14 23:59:53:857',52,0.040625,0,0.08125,?,?,?,?,?
2526,'2017/09/14 23:59:53:859',52,0.040625,0,0.08125,?,?,?,?,?
2527,'2017/09/14 23:59:53:907',52,0.026563,0.00625,0.046875,?,?,?,?,?
2528,'2017/09/14 23:59:53:908',52,0.026563,0.00625,0.046875,?,?,?,?,?
2529,'2017/09/14 23:59:53:957',52,0.026563,0.00625,0.046875,?,?,?,?,?
2530,'2017/09/14 23:59:53:957',52,0.026563,0.00625,0.046875,?,?,?,?,?
2531,'2017/09/14 23:59:53:973',52,0.014062,0,0.028125,?,?,?,?,?
2532,'2017/09/14 23:59:54:007',52,0.014062,0,0.028125,?,?,?,?,?
2533,'2017/09/14 23:59:54:007',52,0.014062,0,0.028125,?,?,?,?,?
2534,'2017/09/14 23:59:54:056',52,0.014062,0,0.028125,?,?,?,?,?
2535,'2017/09/14 23:59:54:057',52,0.017188,0.003125,0.03125,?,?,?,?,?
2536,'2017/09/14 23:59:54:106',52,0.017188,0.003125,0.03125,?,?,?,?,?
2537,'2017/09/14 23:59:54:107',52,0.017188,0.003125,0.03125,?,?,?,?,?
2538,'2017/09/14 23:59:54:107',52,0.017188,0.003125,0.03125,?,?,?,?,?
2539,'2017/09/14 23:59:54:158',52,0.0125,0,0.025,?,?,?,?,?
2540,'2017/09/14 23:59:54:206',52,0.0125,0,0.025,?,?,?,?,?
2541,'2017/09/14 23:59:54:207',52,0.0125,0,0.025,?,?,?,?,?
2542,'2017/09/14 23:59:54:208',52,0.0125,0,0.025,?,?,?,?,?
2543,'2017/09/14 23:59:54:257',52,0.0125,0,0.025,?,?,?,?,?
2544,'2017/09/14 23:59:54:257',52,0.0125,0,0.025,?,?,?,?,?
2545,'2017/09/14 23:59:54:258',52,0.0125,0,0.025,?,?,?,?,?
2546,'2017/09/14 23:59:54:306',52,0.0125,0,0.025,?,?,?,?,?
2547,'2017/09/14 23:59:54:307',52,0.020312,0,0.040625,?,?,?,?,?
2548,'2017/09/14 23:59:54:357',52,0.020312,0,0.040625,?,?,?,?,?
2549,'2017/09/14 23:59:54:357',52,0.020312,0,0.040625,?,?,?,?,?
2550,'2017/09/14 23:59:54:358',52,0.020312,0,0.040625,?,?,?,?,?
2551,'2017/09/14 23:59:54:408',52,0.023438,0.00625,0.040625,?,?,?,?,?
2552,'2017/09/14 23:59:54:457',52,0.023438,0.00625,0.040625,?,?,?,?,?
2553,'2017/09/14 23:59:54:457',52,0.023438,0.00625,0.040625,?,?,?,?,?
2554,'2017/09/14 23:59:54:459',52,0.023438,0.00625,0.040625,?,?,?,?,?
2555,'2017/09/14 23:59:54:507',52,0.039063,0.00625,0.071875,?,?,?,?,?
2556,'2017/09/14 23:59:54:507',52,0.039063,0.00625,0.071875,?,?,?,?,?
2557,'2017/09/14 23:59:54:557',52,0.039063,0.00625,0.071875,?,?,?,?,?
2558,'2017/09/14 23:59:54:557',52,0.039063,0.00625,0.071875,?,?,?,?,?
2559,'2017/09/14 23:59:54:558',52,0.021875,0.003125,0.040625,?,?,?,?,?
2560,'2017/09/14 23:59:54:607',52,0.021875,0.003125,0.040625,?,?,?,?,?
2561,'2017/09/14 23:59:54:607',52,0.021875,0.003125,0.040625,?,?,?,?,?
2562,'2017/09/14 23:59:54:609',52,0.021875,0.003125,0.040625,?,?,?,?,?
2563,'2017/09/14 23:59:54:657',52,0.029687,0.003125,0.05625,?,?,?,?,?
2564,'2017/09/14 23:59:54:657',52,0.029687,0.003125,0.05625,?,?,?,?,?
2565,'2017/09/14 23:59:54:707',52,0.029687,0.003125,0.05625,?,?,?,?,?
2566,'2017/09/14 23:59:54:707',52,0.029687,0.003125,0.05625,?,?,?,?,?
2567,'2017/09/14 23:59:54:757',52,0.03125,0.00625,0.05625,?,?,?,?,?
2568,'2017/09/14 23:59:54:759',52,0.03125,0.00625,0.05625,?,?,?,?,?
2569,'2017/09/14 23:59:54:806',52,0.03125,0.00625,0.05625,?,?,?,?,?
2570,'2017/09/14 23:59:54:807',52,0.03125,0.00625,0.05625,?,?,?,?,?
2571,'2017/09/14 23:59:54:807',52,0.010937,0.003125,0.01875,?,?,?,?,?
2572,'2017/09/14 23:59:54:857',52,0.010937,0.003125,0.01875,?,?,?,?,?
2573,'2017/09/14 23:59:54:857',52,0.010937,0.003125,0.01875,?,?,?,?,?
2574,'2017/09/14 23:59:54:857',52,0.010937,0.003125,0.01875,?,?,?,?,?
2575,'2017/09/15 00:39:48:039',53,0.004688,0.009375,0,?,?,?,?,?
2576,'2017/09/15 00:39:48:040',53,0.004688,0.009375,0,?,?,?,?,?
2577,'2017/09/15 00:39:48:089',53,0.001563,0.003125,0,?,?,?,?,?
2578,'2017/09/15 00:39:48:090',53,0.001563,0.003125,0,?,?,?,?,?
2579,'2017/09/15 00:39:48:091',53,0.001563,0.003125,0,?,?,?,?,?
2580,'2017/09/15 00:39:48:139',53,0.001563,0.003125,0,?,?,?,?,?
2581,'2017/09/15 00:39:48:140',53,0.003125,0.00625,0,?,?,?,?,?
2582,'2017/09/15 00:39:48:141',53,0.003125,0.00625,0,?,?,?,?,?
2583,'2017/09/15 00:39:48:189',53,0.003125,0.00625,0,?,?,?,?,?
2584,'2017/09/15 00:39:48:190',53,0.003125,0.00625,0,?,?,?,?,?
2585,'2017/09/15 00:39:48:239',53,0.001563,0.003125,0,?,?,?,?,?
2586,'2017/09/15 00:39:48:241',53,0.001563,0.003125,0,?,?,?,?,?
2587,'2017/09/15 00:39:48:289',53,0.001563,0.003125,0,?,?,?,?,?
2588,'2017/09/15 00:39:48:289',53,0.001563,0.003125,0,?,?,?,?,?
2589,'2017/09/15 00:39:48:339',53,0.007813,0.015625,0,?,?,?,?,?
2590,'2017/09/15 00:39:48:340',53,0.007813,0.015625,0,?,?,?,?,?
2591,'2017/09/15 00:39:48:343',53,0.007813,0.015625,0,?,?,?,?,?
2592,'2017/09/15 00:39:48:389',53,0.007813,0.015625,0,?,?,?,?,?
2593,'2017/09/15 00:39:48:390',53,0.007813,0.015625,0,?,?,?,?,?
2594,'2017/09/15 00:39:48:392',53,0.007813,0.015625,0,?,?,?,?,?
2595,'2017/09/15 00:39:48:439',53,0.007813,0.015625,0,?,?,?,?,?
2596,'2017/09/15 00:39:48:439',53,0.007813,0.015625,0,?,?,?,?,?
2597,'2017/09/15 00:39:48:489',53,0.014062,0.028125,0,?,?,?,?,?
2598,'2017/09/15 00:39:48:491',53,0.014062,0.028125,0,?,?,?,?,?
2599,'2017/09/15 00:39:48:539',53,0.014062,0.028125,0,?,?,?,?,?
2600,'2017/09/15 00:39:48:539',53,0.014062,0.028125,0,?,?,?,?,?
2601,'2017/09/15 00:39:48:589',53,0.014062,0.025,0.003125,?,?,?,?,?
2602,'2017/09/15 00:39:48:590',53,0.014062,0.025,0.003125,?,?,?,?,?
2603,'2017/09/15 00:39:48:592',53,0.014062,0.025,0.003125,?,?,?,?,?
2604,'2017/09/15 00:39:48:639',53,0.014062,0.025,0.003125,?,?,?,?,?
2605,'2017/09/15 00:39:48:642',53,0.007813,0.015625,0,?,?,?,?,?
2606,'2017/09/15 00:39:48:689',53,0.007813,0.015625,0,?,?,?,?,?
2607,'2017/09/15 00:39:48:689',53,0.007813,0.015625,0,?,?,?,?,?
2608,'2017/09/15 00:39:48:690',53,0.007813,0.015625,0,?,?,?,?,?
2609,'2017/09/15 00:39:48:739',53,0.009375,0.01875,0,?,?,?,?,?
2610,'2017/09/15 00:39:48:741',53,0.009375,0.01875,0,?,?,?,?,?
2611,'2017/09/15 00:39:48:790',53,0.009375,0.01875,0,?,?,?,?,?
2612,'2017/09/15 00:39:48:790',53,0.009375,0.01875,0,?,?,?,?,?
2613,'2017/09/15 00:39:48:839',53,0.00625,0.0125,0,?,?,?,?,?
2614,'2017/09/15 00:39:48:840',53,0.00625,0.0125,0,?,?,?,?,?
2615,'2017/09/15 00:39:48:843',53,0.00625,0.0125,0,?,?,?,?,?
2616,'2017/09/15 00:39:48:889',53,0.00625,0.0125,0,?,?,?,?,?
2617,'2017/09/15 00:39:48:889',53,0.010937,0.021875,0,?,?,?,?,?
2618,'2017/09/15 00:39:48:891',53,0.010937,0.021875,0,?,?,?,?,?
2619,'2017/09/15 00:39:48:939',53,0.010937,0.021875,0,?,?,?,?,?
2620,'2017/09/15 00:39:48:939',53,0.010937,0.021875,0,?,?,?,?,?
2621,'2017/09/15 00:39:48:989',53,0.003125,0.003125,0.003125,?,?,?,?,?
2622,'2017/09/15 00:39:48:990',53,0.003125,0.003125,0.003125,?,?,?,?,?
2623,'2017/09/15 00:39:48:991',53,0.003125,0.003125,0.003125,?,?,?,?,?
2645,'2017/09/15 00:40:08:989',55,0.0125,0.025,0,?,0,?,?,?
2646,'2017/09/15 00:40:08:989',55,0.0125,0.025,0,?,0,?,?,?
2647,'2017/09/15 00:40:08:991',55,0.0125,0.025,0,?,0,?,?,?
2648,'2017/09/15 00:40:09:039',55,0.0125,0.025,0,?,0,?,?,?
2649,'2017/09/15 00:40:09:043',55,0.0125,0.021875,0.003125,?,0,?,?,?
2650,'2017/09/15 00:40:09:089',55,0.0125,0.021875,0.003125,?,0,?,?,?
2651,'2017/09/15 00:40:09:089',55,0.0125,0.021875,0.003125,?,0,?,?,?
2652,'2017/09/15 00:40:09:091',55,0.0125,0.021875,0.003125,?,0,?,?,?
2653,'2017/09/15 00:40:09:139',55,0.014062,0.028125,0,?,0,?,?,?
2654,'2017/09/15 00:40:09:143',55,0.014062,0.028125,0,?,0,?,?,?
2655,'2017/09/15 00:40:09:189',55,0.014062,0.028125,0,?,0,?,?,?
2656,'2017/09/15 00:40:09:189',55,0.014062,0.028125,0,?,0,?,?,?
2657,'2017/09/15 00:40:09:239',55,0.007813,0.015625,0,?,0,?,?,?
2658,'2017/09/15 00:40:09:239',55,0.007813,0.015625,0,?,0,?,?,?
2659,'2017/09/15 00:40:09:242',55,0.007813,0.015625,0,?,0,?,?,?
2660,'2017/09/15 00:40:09:289',55,0.007813,0.015625,0,?,0,?,?,?
2661,'2017/09/15 00:40:09:291',55,0.015625,0.03125,0,?,0,?,?,?
2662,'2017/09/15 00:40:09:339',55,0.015625,0.03125,0,?,0,?,?,?
2663,'2017/09/15 00:40:09:339',55,0.015625,0.03125,0,?,0,?,?,?
2664,'2017/09/15 00:40:09:342',55,0.015625,0.03125,0,?,0,?,?,?
2665,'2017/09/15 00:40:09:389',55,0.025,0.05,0,?,0,?,?,?
2666,'2017/09/15 00:40:09:392',55,0.025,0.05,0,?,0,?,?,?
2667,'2017/09/15 00:40:09:439',55,0.025,0.05,0,?,0,?,?,?
2668,'2017/09/15 00:40:09:439',55,0.025,0.05,0,?,0,?,?,?
2669,'2017/09/15 00:40:09:489',55,0.015625,0.03125,0,?,0,?,?,?
2670,'2017/09/15 00:40:09:489',55,0.015625,0.03125,0,?,0,?,?,?
2671,'2017/09/15 00:40:09:492',55,0.015625,0.03125,0,?,0,?,?,?
2672,'2017/09/15 00:40:09:539',55,0.015625,0.03125,0,?,0,?,?,?
2673,'2017/09/15 00:40:09:541',55,0.017188,0.034375,0,?,0,?,?,?
2674,'2017/09/15 00:40:09:589',55,0.017188,0.034375,0,?,0,?,?,?
2675,'2017/09/15 00:40:09:589',55,0.017188,0.034375,0,?,0,?,?,?
2676,'2017/09/15 00:40:09:592',55,0.017188,0.034375,0,?,0,?,?,?
2677,'2017/09/15 00:40:09:639',55,0.010937,0.015625,0.00625,?,0,?,?,?
2678,'2017/09/15 00:40:09:643',55,0.010937,0.015625,0.00625,?,0,?,?,?
2679,'2017/09/15 00:40:09:689',55,0.010937,0.015625,0.00625,?,0,?,?,?
2680,'2017/09/15 00:40:09:689',55,0.010937,0.015625,0.00625,?,0,?,?,?
2681,'2017/09/15 00:40:09:739',55,0.021875,0.040625,0.003125,?,0,?,?,?
2682,'2017/09/15 00:40:09:739',55,0.021875,0.040625,0.003125,?,0,?,?,?
2683,'2017/09/15 00:40:09:743',55,0.021875,0.040625,0.003125,?,0,?,?,?
2684,'2017/09/15 00:40:09:789',55,0.021875,0.040625,0.003125,?,0,?,?,?
2685,'2017/09/15 00:40:09:792',55,0.015625,0.025,0.00625,?,0,?,?,?
2686,'2017/09/15 00:40:09:839',55,0.015625,0.025,0.00625,?,0,?,?,?
2687,'2017/09/15 00:40:09:839',55,0.015625,0.025,0.00625,?,0,?,?,?
2688,'2017/09/15 00:40:09:844',55,0.015625,0.025,0.00625,?,0,?,?,?
2689,'2017/09/15 00:40:09:891',55,0.023438,0.046875,0,?,0,?,?,?
2690,'2017/09/15 00:40:09:939',55,0.023438,0.046875,0,?,0,?,?,?
2691,'2017/09/15 00:40:09:939',55,0.023438,0.046875,0,?,0,?,?,?
2692,'2017/09/15 00:40:09:941',55,0.023438,0.046875,0,?,0,?,?,?
2693,'2017/09/15 00:40:09:989',55,0.01875,0.0375,0,?,0,?,?,?
2694,'2017/09/15 00:40:09:989',55,0.01875,0.0375,0,?,0,?,?,?
2695,'2017/09/15 00:40:09:992',55,0.01875,0.0375,0,?,0,?,?,?
2696,'2017/09/15 00:40:10:039',55,0.01875,0.0375,0,?,0,?,?,?
2697,'2017/09/15 00:40:10:043',55,0.014062,0.028125,0,?,0,?,?,?
2698,'2017/09/15 00:40:10:089',55,0.014062,0.028125,0,?,0,?,?,?
2699,'2017/09/15 00:40:10:089',55,0.014062,0.028125,0,?,0,?,?,?
2700,'2017/09/15 00:40:10:092',55,0.014062,0.028125,0,?,0,?,?,?
2701,'2017/09/15 00:40:10:139',55,0.029687,0.059375,0,?,0,?,?,?
2702,'2017/09/15 00:40:10:142',55,0.029687,0.059375,0,?,0,?,?,?
2703,'2017/09/15 00:40:10:189',55,0.029687,0.059375,0,?,0,?,?,?
2704,'2017/09/15 00:40:10:189',55,0.029687,0.059375,0,?,0,?,?,?
2705,'2017/09/15 00:40:10:239',55,0.009375,0.015625,0.003125,?,0,?,?,?
2706,'2017/09/15 00:40:10:239',55,0.009375,0.015625,0.003125,?,0,?,?,?
2707,'2017/09/15 00:40:10:241',55,0.009375,0.015625,0.003125,?,0,?,?,?
2708,'2017/09/15 00:40:16:339',56,0.053125,0.0125,0.09375,?,1,?,?,?
2709,'2017/09/15 00:40:16:339',56,0.053125,0.0125,0.09375,?,1,?,?,?
2710,'2017/09/15 00:40:16:343',56,0.053125,0.0125,0.09375,?,1,?,?,?
2711,'2017/09/15 00:40:16:389',56,0.01875,0.003125,0.034375,?,1,?,?,?
2712,'2017/09/15 00:40:16:393',56,0.01875,0.003125,0.034375,?,1,?,?,?
2713,'2017/09/15 00:40:16:439',56,0.01875,0.003125,0.034375,?,1,?,?,?
2714,'2017/09/15 00:40:16:439',56,0.01875,0.003125,0.034375,?,1,?,?,?
2715,'2017/09/15 00:40:16:489',56,0.05,0.00625,0.09375,?,1,?,?,?
2716,'2017/09/15 00:40:16:489',56,0.05,0.00625,0.09375,?,1,?,?,?
2717,'2017/09/15 00:40:16:492',56,0.05,0.00625,0.09375,?,1,?,?,?
2718,'2017/09/15 00:40:16:538',56,0.05,0.00625,0.09375,?,1,?,?,?
2719,'2017/09/15 00:40:16:543',56,0.004688,0.003125,0.00625,?,1,?,?,?
2720,'2017/09/15 00:40:16:588',56,0.004688,0.003125,0.00625,?,1,?,?,?
2721,'2017/09/15 00:40:16:589',56,0.004688,0.003125,0.00625,?,1,?,?,?
2722,'2017/09/15 00:40:16:591',56,0.004688,0.003125,0.00625,?,1,?,?,?
2723,'2017/09/15 00:40:16:639',56,0.0375,0.00625,0.06875,?,1,?,?,?
2724,'2017/09/15 00:40:16:643',56,0.0375,0.00625,0.06875,?,1,?,?,?
2725,'2017/09/15 00:40:16:688',56,0.0375,0.00625,0.06875,?,1,?,?,?
2726,'2017/09/15 00:40:16:689',56,0.0375,0.00625,0.06875,?,1,?,?,?
2727,'2017/09/15 00:40:22:438',57,0.020312,0.040625,0,?,0,?,?,?
2728,'2017/09/15 00:40:22:438',57,0.020312,0.040625,0,?,0,?,?,?
2729,'2017/09/15 00:40:22:488',57,0.014062,0.025,0.003125,?,0,?,?,?
2730,'2017/09/15 00:40:22:492',57,0.014062,0.025,0.003125,?,0,?,?,?
2731,'2017/09/15 00:40:22:538',57,0.014062,0.025,0.003125,?,0,?,?,?
2732,'2017/09/15 00:40:22:539',57,0.014062,0.025,0.003125,?,0,?,?,?
2733,'2017/09/15 00:40:22:543',57,0.029687,0.053125,0.00625,?,0,?,?,?
2734,'2017/09/15 00:40:22:588',57,0.029687,0.053125,0.00625,?,0,?,?,?
2735,'2017/09/15 00:40:22:588',57,0.029687,0.053125,0.00625,?,0,?,?,?
2736,'2017/09/15 00:40:22:592',57,0.029687,0.053125,0.00625,?,0,?,?,?
2737,'2017/09/15 00:40:22:638',57,0.029687,0.059375,0,?,0,?,?,?
2738,'2017/09/15 00:40:22:643',57,0.029687,0.059375,0,?,0,?,?,?
2739,'2017/09/15 00:40:22:689',57,0.029687,0.059375,0,?,0,?,?,?
2740,'2017/09/15 00:40:22:689',57,0.029687,0.059375,0,?,0,?,?,?
2741,'2017/09/15 00:40:22:738',57,0.028125,0.05625,0,?,0,?,?,?
2742,'2017/09/15 00:40:22:739',57,0.028125,0.05625,0,?,0,?,?,?
2743,'2017/09/15 00:40:22:742',57,0.028125,0.05625,0,?,0,?,?,?
2744,'2017/09/15 00:40:22:788',57,0.028125,0.05625,0,?,0,?,?,?
2745,'2017/09/15 00:40:22:791',57,0.015625,0.03125,0,?,0,?,?,?
2746,'2017/09/15 00:40:22:838',57,0.015625,0.03125,0,?,0,?,?,?
2747,'2017/09/15 00:40:22:839',57,0.015625,0.03125,0,?,0,?,?,?
2748,'2017/09/15 00:40:22:843',57,0.015625,0.03125,0,?,0,?,?,?
2749,'2017/09/15 00:40:22:888',57,0.023438,0.04375,0.003125,?,0,?,?,?
2750,'2017/09/15 00:40:22:892',57,0.023438,0.04375,0.003125,?,0,?,?,?
2751,'2017/09/15 00:40:22:938',57,0.023438,0.04375,0.003125,?,0,?,?,?
2752,'2017/09/15 00:40:22:938',57,0.023438,0.04375,0.003125,?,0,?,?,?
2753,'2017/09/15 00:40:22:988',57,0.03125,0.0625,0,?,0,?,?,?
2754,'2017/09/15 00:40:22:989',57,0.03125,0.0625,0,?,0,?,?,?
2755,'2017/09/15 00:40:22:993',57,0.03125,0.0625,0,?,0,?,?,?
2756,'2017/09/15 00:40:23:038',57,0.03125,0.0625,0,?,0,?,?,?
2757,'2017/09/15 00:40:23:043',57,0.035937,0.059375,0.0125,?,0,?,?,?
2758,'2017/09/15 00:40:23:088',57,0.035937,0.059375,0.0125,?,0,?,?,?
2759,'2017/09/15 00:40:23:089',57,0.035937,0.059375,0.0125,?,0,?,?,?
2760,'2017/09/15 00:40:23:092',57,0.035937,0.059375,0.0125,?,0,?,?,?
2761,'2017/09/15 00:40:23:138',57,0.015625,0.025,0.00625,?,0,?,?,?
2762,'2017/09/15 00:40:23:141',57,0.015625,0.025,0.00625,?,0,?,?,?
2763,'2017/09/15 00:40:27:988',58,0.070313,0.003125,0.1375,?,1,?,?,?
2764,'2017/09/15 00:40:27:988',58,0.070313,0.003125,0.1375,?,1,?,?,?
2765,'2017/09/15 00:40:27:992',58,0.070313,0.003125,0.1375,?,1,?,?,?
2766,'2017/09/15 00:40:28:038',58,0.070313,0.003125,0.1375,?,1,?,?,?
2767,'2017/09/15 00:40:28:038',58,0.035937,0,0.071875,?,1,?,?,?
2768,'2017/09/15 00:40:28:042',58,0.035937,0,0.071875,?,1,?,?,?
2769,'2017/09/15 00:40:28:088',58,0.035937,0,0.071875,?,1,?,?,?
2770,'2017/09/15 00:40:28:088',58,0.035937,0,0.071875,?,1,?,?,?
2771,'2017/09/15 00:40:28:138',58,0.034375,0,0.06875,?,1,?,?,?
2772,'2017/09/15 00:40:28:143',58,0.034375,0,0.06875,?,1,?,?,?
2773,'2017/09/15 00:40:28:188',58,0.034375,0,0.06875,?,1,?,?,?
2774,'2017/09/15 00:40:28:188',58,0.034375,0,0.06875,?,1,?,?,?
2775,'2017/09/15 00:40:28:238',58,0.034375,0,0.06875,?,1,?,?,?
2776,'2017/09/15 00:40:28:238',58,0.034375,0,0.06875,?,1,?,?,?
2777,'2017/09/15 00:40:28:241',58,0.034375,0,0.06875,?,1,?,?,?
2778,'2017/09/15 00:40:28:288',58,0.034375,0,0.06875,?,1,?,?,?
2779,'2017/09/15 00:40:28:292',58,0.046875,0,0.09375,?,1,?,?,?
2780,'2017/09/15 00:40:28:338',58,0.046875,0,0.09375,?,1,?,?,?
2781,'2017/09/15 00:40:28:338',58,0.046875,0,0.09375,?,1,?,?,?
2782,'2017/09/15 00:40:28:342',58,0.046875,0,0.09375,?,1,?,?,?
2783,'2017/09/15 00:40:28:388',58,0.03125,0,0.0625,?,1,?,?,?
2784,'2017/09/15 00:40:28:392',58,0.03125,0,0.0625,?,1,?,?,?
2785,'2017/09/15 00:40:28:438',58,0.03125,0,0.0625,?,1,?,?,?
2786,'2017/09/15 00:40:28:438',58,0.03125,0,0.0625,?,1,?,?,?
2787,'2017/09/15 00:40:28:488',58,0.046875,0,0.09375,?,1,?,?,?
2788,'2017/09/15 00:40:28:488',58,0.046875,0,0.09375,?,1,?,?,?
2789,'2017/09/15 00:40:28:492',58,0.046875,0,0.09375,?,1,?,?,?
2790,'2017/09/15 00:40:28:538',58,0.046875,0,0.09375,?,1,?,?,?
2791,'2017/09/15 00:40:28:542',58,0.051562,0,0.103125,?,1,?,?,?
2792,'2017/09/15 00:40:28:588',58,0.051562,0,0.103125,?,1,?,?,?
2793,'2017/09/15 00:40:28:588',58,0.051562,0,0.103125,?,1,?,?,?
2794,'2017/09/15 00:40:28:593',58,0.051562,0,0.103125,?,1,?,?,?
2795,'2017/09/15 00:40:28:638',58,0.029687,0.003125,0.05625,?,1,?,?,?
